objid,ra,dec,z_gal,optic_color,iGrID
1237651225709576232,259.240503398121,57.480006521028606,0.028284800000000002,0.69299,51
1237651225172771115,258.607534407936,57.1547765542529,0.0292714,0.6534800000000018,51
1237651212287738211,258.724686312257,57.462432709173896,0.0296121,0.4363600000000005,51
1237651212287738237,258.628668384215,57.4304868470922,0.0304572,0.11510000000000176,51
1237651212287738259,258.89162312786897,57.45027287647451,0.0300101,0.7790100000000031,51
1237651225172770970,258.61993453542703,57.249860024849795,0.028236,0.5158299999999976,51
1237651212287803711,258.811845366584,57.382187746396596,0.025597799999999997,0.7436399999999992,51
1237651212287803641,258.947524660873,57.301869642677005,0.026489,0.7880099999999999,51
1237651212287803549,258.852001850213,57.322507193674895,0.0293697,0.9604700000000026,51
1237651225172640033,258.49281828081297,57.4868879733525,0.0302616,0.3274100000000004,51
1237651212287803550,258.820291752,57.329438865036295,0.026095499999999997,0.7556399999999996,51
1237651212287738160,258.86905543465997,57.5227530072493,0.0334213,0.8076499999999989,51
1237651212287738227,258.697721613185,57.4477446246706,0.026939599999999994,0.7867500000000014,51
1237651212287738247,258.763507803445,57.4459046791835,0.026764999999999997,0.7054599999999986,51
1237651212287803775,258.988133446997,57.376630107927,0.027248,0.674039999999998,51
1237651212287737997,258.92091494474204,57.461824428813,0.027748400000000003,0.7595700000000001,51
1237651225172705483,258.373678772994,57.34212819215939,0.027699,0.7464999999999993,51
1237651212287738198,258.88208221432,57.50246875368,0.029347,0.8048600000000015,51
1237651225172705461,258.503343651279,57.374108182313606,0.030939599999999994,0.8077499999999986,51
1237651212287738244,258.812021874619,57.457389593207594,0.02812,0.5966399999999972,51
1237651212287803521,258.656851752068,57.305431425041505,0.027987099999999997,0.8309999999999995,51
1237651225709510667,258.931762368218,57.622395372230905,0.0328731,0.7250399999999999,51
1237651225709576647,259.075350993231,57.3749091830566,0.0324517,0.7304799999999965,51
1237651212287672564,258.827404014585,57.658782672739804,0.02806,0.8368400000000005,51
1237651212287803794,258.785728684749,57.3104619717766,0.030757099999999996,0.7611700000000017,51
1237651225709576240,259.148406106798,57.4525682015654,0.0320987,0.3360699999999994,51
1237651225709576497,259.182287331932,57.515607372076204,0.0313565,0.6889199999999995,51
1237651212287803486,258.851140309431,57.3502876032955,0.0342515,0.82071,51
1237651225709576616,259.236390869078,57.42520564802171,0.0278418,0.36614000000000146,51
1237651225172705650,258.486869547365,57.2771357111703,0.026862900000000002,0.6760900000000021,51
1237651225709576604,259.146275630736,57.418463061681,0.030131799999999997,0.7797799999999988,51
1237651212287803900,258.980296618971,57.271639788131296,0.030217900000000002,0.41798000000000357,51
1237651212287868961,259.031298242265,57.23826229018189,0.027085599999999998,0.7735199999999995,51
1237651212287672346,258.72351674788996,57.6733441015127,0.027317700000000004,0.752460000000001,51
1237651225172640045,258.530160404517,57.4774192863809,0.026710400000000006,0.6460099999999969,51
1237651225709576297,259.099947154139,57.4227192339861,0.029158999999999997,0.768379999999997,51
1237651212287672671,258.711301088626,57.5702996741049,0.026684100000000002,0.5536999999999992,51
1237651225172771103,258.555654523122,57.148877818905106,0.029242200000000003,0.6796499999999988,51
1237651225709510919,258.920213268545,57.535277174064504,0.029231,0.8186400000000003,51
1237651212287738303,258.62110131448503,57.357109488738395,0.028649400000000002,0.7322200000000016,51
1237651212287738133,258.65011933863497,57.4930773687702,0.0292085,0.7239199999999997,51
1237650762933862549,194.659404724726,-1.57485911495377,0.08730360000000001,0.9172400000000014,142
1237650371562176685,194.88304983210602,-1.7646395044329,0.0859525,0.9020199999999985,142
1237650762933862689,194.711523832956,-1.6201296041386202,0.08551510000000001,0.8543100000000017,142
1237650762933797144,194.606571919505,-1.6193388286136698,0.08410110000000001,0.9068699999999978,142
1237650762933928124,194.81036759698998,-1.61563559465675,0.0841492,0.8631600000000006,142
1237650371562242111,194.93263065475898,-1.77673412992252,0.0849758,0.6348299999999973,142
1237650762933862694,194.72201997418998,-1.5916547986241898,0.08772469999999999,0.8961299999999994,142
1237650762933797163,194.63430426391002,-1.5883370487244202,0.081819,0.8865600000000029,142
1237650371562111211,194.672391233277,-1.76422620129902,0.0833146,0.8300799999999988,142
1237650762397057133,194.840914798129,-2.0127641899012,0.085275,0.9194099999999992,142
1237650762396991666,194.67737018913002,-1.84803862833017,0.0874446,0.9917700000000007,142
1237650762933797138,194.600125441669,-1.5550012943849498,0.0880355,0.8943900000000014,142
1237650762396991757,194.772399994063,-1.8785857323302901,0.0837566,0.8800000000000026,142
1237650371562111199,194.664069583948,-1.71596755648222,0.0824353,0.7991299999999981,142
1237650371562176640,194.85061889905202,-1.68554855335567,0.0839487,0.7770900000000012,142
1237650371562111184,194.653158355813,-1.74807496873691,0.0852637,0.9476999999999975,142
